title	gene_name	label	biosample_summary	accession	md5sum	file_format	assembly	paired_end	paired_with	output_type	biological_replicates	fn_hr	fn_acc
PUS1 (Homo sapiens)	PUS1	PUS1	K562	ENCFF877UIT	aa23aaf5b6569b38a8f8ed7bffe696af	bigBed	hg19	NA	NA	peaks	1	PUS1_K562_rep1_hg19_peaks.bigBed	ENCFF877UIT.bigBed
PUS1 (Homo sapiens)	PUS1	PUS1	K562	ENCFF603CDW	951f499290f9854063d5e9359121a666	bigBed	hg19	NA	NA	peaks	2	PUS1_K562_rep2_hg19_peaks.bigBed	ENCFF603CDW.bigBed
PUS1 (Homo sapiens)	PUS1	PUS1	K562	ENCFF064GVD	b0bfdf9f63c14ac90fb3a19a284c484b	bigBed	GRCh38	NA	NA	peaks	1	PUS1_K562_rep1_GRCh38_peaks.bigBed	ENCFF064GVD.bigBed
PUS1 (Homo sapiens)	PUS1	PUS1	K562	ENCFF129INC	be2c406d5dca3a7617799518480546d3	bigBed	GRCh38	NA	NA	peaks	2	PUS1_K562_rep2_GRCh38_peaks.bigBed	ENCFF129INC.bigBed
GTF2F1 (Homo sapiens)	GTF2F1	GTF2F1	K562	ENCFF371BCM	bb100a06261f4233a320bf74e1da0b6d	bigBed	hg19	NA	NA	peaks	2	GTF2F1_K562_rep2_hg19_peaks.bigBed	ENCFF371BCM.bigBed
GTF2F1 (Homo sapiens)	GTF2F1	GTF2F1	K562	ENCFF004VCQ	a4b5912cce0f35bed372b061aaa1ef70	bigBed	hg19	NA	NA	peaks	1	GTF2F1_K562_rep1_hg19_peaks.bigBed	ENCFF004VCQ.bigBed
GTF2F1 (Homo sapiens)	GTF2F1	GTF2F1	K562	ENCFF457EAG	816bb0c3686f9ec105cf0488adc6dd9a	bigBed	GRCh38	NA	NA	peaks	2	GTF2F1_K562_rep2_GRCh38_peaks.bigBed	ENCFF457EAG.bigBed
GTF2F1 (Homo sapiens)	GTF2F1	GTF2F1	K562	ENCFF381DKU	5ca692242495b391955a1fdc8d5e4561	bigBed	GRCh38	NA	NA	peaks	1	GTF2F1_K562_rep1_GRCh38_peaks.bigBed	ENCFF381DKU.bigBed
HNRNPC (Homo sapiens)	HNRNPC	HNRNPC	HepG2	ENCFF576LCX	fadcf62380a03c4d5a0938d76170fd4d	bigBed	hg19	NA	NA	peaks	1	HNRNPC_HepG2_rep1_hg19_peaks.bigBed	ENCFF576LCX.bigBed
HNRNPC (Homo sapiens)	HNRNPC	HNRNPC	HepG2	ENCFF260KPQ	d21988cb04a90195b0e7c5b25ac639ed	bigBed	hg19	NA	NA	peaks	2	HNRNPC_HepG2_rep2_hg19_peaks.bigBed	ENCFF260KPQ.bigBed
HNRNPC (Homo sapiens)	HNRNPC	HNRNPC	HepG2	ENCFF344JSD	70a9dca856248cbfaf1c540ee3f23c16	bigBed	GRCh38	NA	NA	peaks	2	HNRNPC_HepG2_rep2_GRCh38_peaks.bigBed	ENCFF344JSD.bigBed
HNRNPC (Homo sapiens)	HNRNPC	HNRNPC	HepG2	ENCFF006KTQ	896d63366383a05d8413dc16d4e527b4	bigBed	GRCh38	NA	NA	peaks	1	HNRNPC_HepG2_rep1_GRCh38_peaks.bigBed	ENCFF006KTQ.bigBed
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF690BRU	5655fd0bf16fff30461a4837deca184f	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	SLTM_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF690BRU.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF224OZW	aef7acd0e70b3d759a03bf5a1d9fae4c	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	SLTM_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF224OZW.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF281QMA	8457f4c0655a3fb20daf060de9f2a284	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	SLTM_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF281QMA.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF143UZQ	dbda344825bdcaca1820a69026eaf930	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	SLTM_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF143UZQ.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF579HWA	8c9aa6bc585bd01478de4bf00a6a5442	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	SLTM_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF579HWA.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF206WBW	6ef077505702dc7ad077591710ee2135	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	SLTM_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF206WBW.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF373IVQ	a6e46a2522accfce212dcbe2b3dcbe7d	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	SLTM_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF373IVQ.bigWig
SLTM (Homo sapiens)	SLTM	SLTM	K562	ENCFF665PCI	71ef5224d2800b3ce0734965bb85c2de	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	SLTM_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF665PCI.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF856RRP	98fa1557643d03fce3ee50553ae74417	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	SRSF7_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF856RRP.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF899CLF	8ebc1d0cd590658bf3b6d334d9a21641	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	SRSF7_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF899CLF.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF461OLQ	9af686f4c41935bfd2e93d1b873d807f	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	SRSF7_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF461OLQ.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF514XIM	4b1a30e35754541f07bea6836881cc3b	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	SRSF7_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF514XIM.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF120PTS	d2917f5932e1b01952b0f969c41ee2fc	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	SRSF7_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF120PTS.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF249SJD	5f5326cc31c707c7d11ec1f36f0d880a	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	SRSF7_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF249SJD.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF493RTH	7095f41f59daa5c8731ba36656b3944b	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	SRSF7_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF493RTH.bigWig
SRSF7 (Homo sapiens)	SRSF7	SRSF7	K562	ENCFF974CLY	0dae89047c5daf17b71a81f3894acea2	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	SRSF7_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF974CLY.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF244OJJ	196af3ee835a6b15ac90e29cd4ca4837	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	LARP4_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF244OJJ.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF774DRK	7ab1cae2e8ea89534dad4983bd34cb0e	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	LARP4_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF774DRK.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF642AQR	ee5192157f0adc5ef930856faf4b7335	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	LARP4_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF642AQR.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF483RXE	42f3884ba2ffb05ef9278598665896be	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	LARP4_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF483RXE.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF902BBF	5d7f21ed69a3db5e7937c32fb74564d2	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	LARP4_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF902BBF.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF730QLX	b867324807e09744b54c08f7df57aefc	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	LARP4_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF730QLX.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF554KDS	c7ddf5b97b70e8c844091042b9823e94	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	LARP4_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF554KDS.bigWig
LARP4 (Homo sapiens)	LARP4	LARP4	K562	ENCFF982PZA	c2394aa7900ae71dbd28f520eeb0323e	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	LARP4_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF982PZA.bigWig
BCCIP eCLIP mock input (Homo sapiens)	NA	BCCIP eCLIP mock input	HepG2	ENCFF636XDP	ce4bffe6e2026eb40fbc07526ecb0d23	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	BCCIP-eCLIP-mock-input_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF636XDP.bigWig
BCCIP eCLIP mock input (Homo sapiens)	NA	BCCIP eCLIP mock input	HepG2	ENCFF500SVA	d81934b147bb94899a75a7285b56a193	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	BCCIP-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF500SVA.bigWig
BCCIP eCLIP mock input (Homo sapiens)	NA	BCCIP eCLIP mock input	HepG2	ENCFF216CAI	f9248699e8b9fc420e40e11e7a87e421	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	BCCIP-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF216CAI.bigWig
BCCIP eCLIP mock input (Homo sapiens)	NA	BCCIP eCLIP mock input	HepG2	ENCFF945LNO	900af5329a4239b26c0f111fce4bb141	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	BCCIP-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF945LNO.bigWig
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	K562	ENCFF603XVE	34f226d0dd3015b15e594f7a44943ff3	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	HNRNPA1-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF603XVE.bigWig
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	K562	ENCFF671JKV	60c2995f7f85b06e8f48ab87ce8783a9	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	HNRNPA1-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF671JKV.bigWig
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	K562	ENCFF104FVH	c4c8b16d5c6e83930ffa7ffd3cfa82f6	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	HNRNPA1-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF104FVH.bigWig
HNRNPA1 eCLIP mock input (Homo sapiens)	NA	HNRNPA1 eCLIP mock input	K562	ENCFF394YGE	6c9fa6785710b0ea529597f59d3bdb5f	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	HNRNPA1-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF394YGE.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF188WPL	3de85e4af3e8128131faf3e82ed4af2b	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	PPIG_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF188WPL.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF253RQY	b93bcd3a9e3ba98161abe3cccdcf3aea	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	PPIG_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF253RQY.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF084EON	95f21c980966f4bf77cdfb36b06fb56a	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	PPIG_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF084EON.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF892PSC	3c3c4f218ed3bd05ea64e7168aa48a61	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	PPIG_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF892PSC.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF914TIW	09a38b76dc8c033c1ba94883d1183eee	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	PPIG_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF914TIW.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF933GYG	2fda6a99e1d53483395413f84058b71f	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	PPIG_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF933GYG.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF112OJJ	e1f2065b10539ef6dc456a1e493ebff5	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	PPIG_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF112OJJ.bigWig
PPIG (Homo sapiens)	PPIG	PPIG	HepG2	ENCFF463LZD	4f8f500cde41373682766f7bf3f184ee	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	PPIG_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF463LZD.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF131GXP	2bd697e3932b17f0dd4de31fd4b19658	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	NCBP2_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF131GXP.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF285KVV	1486caedb63fdd021d4b477a53d4b79a	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	NCBP2_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF285KVV.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF352SYT	be24efdf2d70309f00a940b40be26ef6	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	NCBP2_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF352SYT.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF861WKP	8f578c3b0262969a9dc09e25f7d3fe88	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	NCBP2_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF861WKP.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF683SQV	29d7d521803aa1c5622b22edbf571d07	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	NCBP2_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF683SQV.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF442XFF	8f1ca5e67fd19d85288a30b21c421d53	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	NCBP2_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF442XFF.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF890DWK	ee4b63cc89f241e27274b526fc9794b7	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	NCBP2_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF890DWK.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	HepG2	ENCFF928PFE	4e4cdfb34f4672000da8eeb90c13f4f4	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	NCBP2_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF928PFE.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF040QAV	2c18db3c04ac0d1429d0ffad20fafca3	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	HNRNPU_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF040QAV.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF751WTI	7dfb50e8c3ac82f1010995510b554a45	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	HNRNPU_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF751WTI.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF937XOB	b9bde6f31ac247fc860a8af7977cdccf	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	HNRNPU_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF937XOB.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF677NVJ	8ed8906882204708b5d18ddf6469c695	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	HNRNPU_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF677NVJ.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF600ZSJ	eed974ce8ebf1f67cab66101fcd77ff1	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	HNRNPU_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF600ZSJ.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF907BAD	b7284a0e4b16b397e314c30fb2085264	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	HNRNPU_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF907BAD.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF053XYY	dc5e1bb0719c3b10db1f333967481f17	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	HNRNPU_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF053XYY.bigWig
HNRNPU (Homo sapiens)	HNRNPU	HNRNPU	HepG2	ENCFF958UYK	85de971f12383851f9e6ba1732d867a7	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	HNRNPU_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF958UYK.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF959CKO	21426c8ca8c9f2d0a689180e8cf6149d	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	TROVE2_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF959CKO.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF490VDU	01f7f2001142cd45218d491dfe76556b	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	TROVE2_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF490VDU.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF373HXL	0eee30df48f4b58b3d7433079885ef36	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	TROVE2_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF373HXL.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF236UCB	0b921b4edc60fd38b1af4dcdb986e4cf	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	TROVE2_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF236UCB.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF992LYC	eebaaf50d3842682fef913d45c86ca47	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	TROVE2_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF992LYC.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF485HPD	cf98a63c2851d356c0e7da063e7e25d7	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	TROVE2_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF485HPD.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF371SYJ	6ac4be6ce5aff4beb1db37f2da32e0b6	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	TROVE2_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF371SYJ.bigWig
TROVE2 (Homo sapiens)	TROVE2	TROVE2	HepG2	ENCFF769CBK	91bc562d8ccc3a00532e7e4bbdf6c132	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	TROVE2_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF769CBK.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF094NLZ	cede9b1130d162c29391a13f96c5fe34	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	LARP7_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF094NLZ.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF956QRJ	241f61aa061f426962f2ca7c510dffeb	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	LARP7_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF956QRJ.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF021RGI	276f24a7b76b71d9cbce332aa00b8167	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	LARP7_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF021RGI.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF602EAQ	d9e89ba195f8bfe69cfa274876dddbf7	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	LARP7_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF602EAQ.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF444BRP	4a7a039e4219db24332ba04584cf3bb3	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	LARP7_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF444BRP.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF288CUS	5e5868381ae35360e1fc900436d1bb9e	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	LARP7_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF288CUS.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF475MDR	6b3a9d345d89b014ed9e051f765de062	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	LARP7_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF475MDR.bigWig
LARP7 (Homo sapiens)	LARP7	LARP7	HepG2	ENCFF715ENY	e1d64c7d666c85864d43f7eb1e0e8100	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	LARP7_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF715ENY.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF648ZQM	7d29ed68bb0354ed827c98a1e4a3d0b4	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	RBM22_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF648ZQM.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF274HEE	9253b3b78b6890f8ee413a9fe7829b3a	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	RBM22_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF274HEE.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF990FKM	a35d75e0eb9ca1743a9cb0cf4668ddb2	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	RBM22_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF990FKM.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF812GPZ	419161f532cac73bed5feb48e518593f	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	RBM22_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF812GPZ.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF474WPV	f8e4edf1518abe1d8cf16018cdc9a380	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	RBM22_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF474WPV.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF101GGU	a4a36077de51d25347e6efd8d960b777	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	RBM22_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF101GGU.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF538RDD	323811dcfe4b5bb30e3e4c838cc09257	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	RBM22_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF538RDD.bigWig
RBM22 (Homo sapiens)	RBM22	RBM22	HepG2	ENCFF479BEK	a05948cef507d09ef2dc21265b61fc56	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	RBM22_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF479BEK.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF702WRF	6a7467f905668be6b6ac55aaaea39bfc	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	TAF15_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF702WRF.bigWig
